;journey_id;trip_id;journey_start_datetime;journey_start_date;journey_start_time;journey_start_lon;journey_start_lat;journey_start_insee;journey_start_department;journey_start_town;journey_start_towngroup;journey_start_country;journey_end_datetime;journey_end_date;journey_end_time;journey_end_lon;journey_end_lat;journey_end_insee;journey_end_department;journey_end_town;journey_end_towngroup;journey_end_country;passenger_seats;operator_class;journey_distance;journey_duration;has_incentive
703576;29677804;bb1d3e04-eb8d-4717-a1ba-f694b8fc4584;2024-06-21 17:00:00+02:00;21/06/2024;17:00:00;55.265;-21.049;97415;974;Saint-Paul;CA Territoire de la Côte Ouest (TCO);France;2024-06-21 17:30:00+02:00;21/06/2024;17:30:00;55.448;-20.872;97411;974;Saint-Denis;CA Intercommunale du Nord de la Réunion (CINOR);France;1;C;33753;25;NON
693183;29627834;543afd5b-1fe3-4bdd-8594-41763d5454e9;2024-06-21 08:50:00+02:00;21/06/2024;08:50:00;2.496;48.835;94058;94;Le Perreux-sur-Marne;Métropole du Grand Paris;France;2024-06-21 09:00:00+02:00;21/06/2024;09:00:00;2.411;48.818;94018;94;Charenton-le-Pont;Métropole du Grand Paris;France;1;C;7568;8;NON
690940;29663087;6018b1d4-5aa1-4fde-b226-b81aca78ee72;2024-06-21 08:10:00+02:00;21/06/2024;08:10:00;-1.225;46.536;85135;85;Mareuil-sur-Lay-Dissais;CC Sud Vendée Littoral;France;2024-06-21 08:30:00+02:00;21/06/2024;08:30:00;-1.428;46.646;85191;85;La Roche-sur-Yon;CA La Roche-sur-Yon Agglomération;France;1;C;20540;24;NON
691475;29626933;aa337a4a-0975-4147-83f5-9783fbd698a2;2024-06-21 08:20:00+02:00;21/06/2024;08:20:00;-1.598;43.43;64125;64;Bidart;CA du Pays Basque;France;2024-06-21 08:30:00+02:00;21/06/2024;08:30:00;-1.559;43.449;64122;64;Biarritz;CA du Pays Basque;France;1;C;5184;7;NON
689680;29622695;19a52a99-f3d4-4202-bee9-2f4ab608f9ae;2024-06-21 08:00:00+02:00;21/06/2024;08:00:00;7.73;48.615;67043;67;Bischheim;Eurométropole de Strasbourg;France;2024-06-21 08:40:00+02:00;21/06/2024;08:40:00;7.248;48.77;57540;57;Phalsbourg;CC du Pays de Phalsbourg;France;1;C;53284;40;NON
684392;29617895;cfd669cc-9d80-4701-87a7-9d6dae98cb9e;2024-06-21 07:00:00+02:00;21/06/2024;07:00:00;3.008;42.705;66037;66;Canet-en-Roussillon;CU Perpignan Méditerranée Métropole;France;2024-06-21 07:10:00+02:00;21/06/2024;07:10:00;2.935;42.693;66136;66;Perpignan;CU Perpignan Méditerranée Métropole;France;1;C;7570;8;NON
688832;29622215;7d39e075-6882-4cf2-9926-74508fbec833;2024-06-21 07:50:00+02:00;21/06/2024;07:50:00;-1.573;47.237;44109;44;Nantes;Nantes Métropole;France;2024-06-21 08:30:00+02:00;21/06/2024;08:30:00;-1.179;47.387;44003;44;Ancenis-Saint-Géréon;CC du Pays d'Ancenis;France;1;C;40730;33;NON
707534;29649654;b8621f45-5ff2-43d3-b419-e49a0ce6b1fc;2024-06-21 18:20:00+02:00;21/06/2024;18:20:00;-1.144;46.16;17300;17;La Rochelle;CA de La Rochelle;France;2024-06-21 18:50:00+02:00;21/06/2024;18:50:00;-0.924;46.086;17447;17;Le Thou;CC Aunis Sud;France;1;C;23219;32;NON
708987;29650342;7d294e85-7e40-47a2-be3a-04b532c92d99;2024-06-21 19:10:00+02:00;21/06/2024;19:10:00;1.107;49.341;76484;76;Oissel;Métropole Rouen Normandie;France;2024-06-21 19:30:00+02:00;21/06/2024;19:30:00;1.015;49.361;76319;76;Grand-Couronne;Métropole Rouen Normandie;France;1;C;10849;15;NON
698790;29640114;4e5f607c-67b7-4772-aa28-bcfd999f8f40;2024-06-21 15:30:00+02:00;21/06/2024;15:30:00;1.173;49.245;27701;27;Val-de-Reuil;CA Seine-Eure;France;2024-06-21 15:50:00+02:00;21/06/2024;15:50:00;1.075;49.434;76540;76;Rouen;Métropole Rouen Normandie;France;1;C;29656;24;NON
694452;29629600;4b029008-64c1-46a4-b8a5-7f81f6b759f5;2024-06-21 10:30:00+02:00;21/06/2024;10:30:00;6.169;49.121;57463;57;Metz;Metz Métropole;France;2024-06-21 11:00:00+02:00;21/06/2024;11:00:00;6.141;49.354;57672;57;Thionville;CA Portes de France-Thionville;France;1;C;30758;27;NON
685121;29618523;934e7daf-6cf5-4ddb-bc4f-4ea7c86db44f;2024-06-21 07:10:00+02:00;21/06/2024;07:10:00;-0.82;46.854;85090;85;Sèvremont;CC du Pays de Pouzauges;France;2024-06-21 07:40:00+02:00;21/06/2024;07:40:00;-1.025;46.867;85109;85;Les Herbiers;CC du Pays des Herbiers;France;1;C;18593;22;NON
695784;29630211;820de0c2-dbb8-418d-8d54-647b378c7982;2024-06-21 12:40:00+02:00;21/06/2024;12:40:00;6.026;43.128;83062;83;La Garde;Métropole Toulon-Provence-Méditerranée;France;2024-06-21 12:50:00+02:00;21/06/2024;12:50:00;6.028;43.135;83062;83;La Garde;Métropole Toulon-Provence-Méditerranée;France;1;C;1202;3;NON
701552;29676933;daa994e9-c870-49a2-a317-efbb2b18ad4d;2024-06-21 16:30:00+02:00;21/06/2024;16:30:00;2.322;48.604;91103;91;Brétigny-sur-Orge;CA Cœur d'Essonne Agglomération;France;2024-06-21 17:00:00+02:00;21/06/2024;17:00:00;2.12;48.686;91272;91;Gif-sur-Yvette;CA Communauté Paris-Saclay;France;1;C;27656;29;NON
711702;29656623;784d64c5-7a46-4967-b7e1-46a9d4adf353;2024-06-21 21:20:00+02:00;21/06/2024;21:20:00;5.711;45.19;38185;38;Grenoble;Grenoble-Alpes-Métropole;France;2024-06-21 22:30:00+02:00;21/06/2024;22:30:00;4.993;45.29;26213;26;Moras-en-Valloire;CC Porte de DrômArdèche;France;1;C;72525;68;NON
708425;29650069;e4192efa-51b9-499e-80cb-d622f0b1a5e2;2024-06-21 18:50:00+02:00;21/06/2024;18:50:00;3.88;43.517;34337;34;Villeneuve-lès-Maguelone;Montpellier Méditerranée Métropole;France;2024-06-21 19:30:00+02:00;21/06/2024;19:30:00;3.912;43.66;34120;34;Jacou;Montpellier Méditerranée Métropole;France;1;C;26321;36;NON
699220;29675122;9978adc6-85d4-4195-bc32-8a3203db475e;2024-06-21 15:40:00+02:00;21/06/2024;15:40:00;-1.791;47.33;44203;44;Le Temple-de-Bretagne;CC Estuaire et Sillon;France;2024-06-21 15:50:00+02:00;21/06/2024;15:50:00;-1.613;47.231;44162;44;Saint-Herblain;Nantes Métropole;France;1;C;19084;13;NON
694542;29629638;c71cc635-a50f-4313-860a-3d9b22993da9;2024-06-21 10:40:00+02:00;21/06/2024;10:40:00;1.13;49.583;76443;76;Mont-Cauvaire;CC Inter-Caux-Vexin;France;2024-06-21 11:00:00+02:00;21/06/2024;11:00:00;1.251;49.61;76200;76;Critot;CC Communauté Bray-Eawy;France;1;C;12981;15;NON
701537;29676899;1931e115-a8f2-4ff3-a7c4-f8a8ed42f559;2024-06-21 16:30:00+02:00;21/06/2024;16:30:00;55.497;-20.889;97411;974;Saint-Denis;CA Intercommunale du Nord de la Réunion (CINOR);France;2024-06-21 17:00:00+02:00;21/06/2024;17:00:00;55.657;-20.977;97409;974;Saint-André;CA Intercommunale de la Réunion Est (CIREST);France;1;C;25348;25;NON
710912;29685092;642b22af-3877-4b2b-89d3-3319669fa7ae;2024-06-21 20:30:00+02:00;21/06/2024;20:30:00;2.085;48.631;91249;91;Forges-les-Bains;CC du Pays de Limours (CCPL);France;2024-06-21 21:00:00+02:00;21/06/2024;21:00:00;2.132;48.806;78646;78;Versailles;CA Versailles Grand Parc (CAVGP);France;1;C;38813;32;NON
697054;29630880;ba77a153-964b-481b-8aca-0936f9c254ba;2024-06-21 14:00:00+02:00;21/06/2024;14:00:00;2.207;48.945;95018;95;Argenteuil;Métropole du Grand Paris;France;2024-06-21 14:10:00+02:00;21/06/2024;14:10:00;2.227;48.952;95018;95;Argenteuil;Métropole du Grand Paris;France;1;C;2817;8;NON
706965;29680291;fe67b2d8-e2ba-4e35-8698-a3f3d5e62284;2024-06-21 18:00:00+02:00;21/06/2024;18:00:00;2.571;49.136;60494;60;Plailly;CC de l'Aire Cantilienne;France;2024-06-21 18:40:00+02:00;21/06/2024;18:40:00;2.409;48.84;75112;75;Paris;Métropole du Grand Paris;France;1;C;39315;36;NON
680264;29606157;8f21b1b8-29d3-45df-800d-c1ffcf0da878;2024-06-21 00:30:00+02:00;21/06/2024;00:30:00;-1.023;48.075;53108;53;La Gravelle;CA Laval Agglomération;France;2024-06-21 00:50:00+02:00;21/06/2024;00:50:00;-0.829;48.068;53201;53;Saint-Berthevin;CA Laval Agglomération;France;1;C;15009;15;NON
687910;29661987;f4d386da-43e2-465e-9d90-8779818c6856;2024-06-21 07:40:00+02:00;21/06/2024;07:40:00;-1.567;46.655;85118;85;Landeronde;CA La Roche-sur-Yon Agglomération;France;2024-06-21 08:00:00+02:00;21/06/2024;08:00:00;-1.404;46.672;85191;85;La Roche-sur-Yon;CA La Roche-sur-Yon Agglomération;France;1;C;18463;20;NON
702962;29644177;b04bf84d-8568-4324-b8f5-69b83d9dee4d;2024-06-21 17:00:00+02:00;21/06/2024;17:00:00;-0.376;46.342;79081;79;Chauray;CA du Niortais;France;2024-06-21 17:20:00+02:00;21/06/2024;17:20:00;-0.469;46.267;79298;79;Saint-Symphorien;CA du Niortais;France;1;C;14425;15;NON
683922;29617596;a5d5b0d9-d4aa-4f40-ad09-d0b72ee30ef8;2024-06-21 06:50:00+02:00;21/06/2024;06:50:00;6.121;45.896;74010;74;Annecy;CA du Grand Annecy;France;2024-06-21 07:30:00+02:00;21/06/2024;07:30:00;6.32;46.148;74087;74;Contamine-sur-Arve;CC Faucigny-Glières;France;1;C;43443;33;NON
708256;29681847;de3a2d53-95b7-4e78-982c-95f8f6754fec;2024-06-21 18:40:00+02:00;21/06/2024;18:40:00;-0.803;47.923;53186;53;Quelaines-Saint-Gault;CC du Pays de Craon;France;2024-06-21 18:50:00+02:00;21/06/2024;18:50:00;-0.808;48.002;53157;53;Montigné-le-Brillant;CA Laval Agglomération;France;1;C;10682;16;NON
703143;29644365;8ec60c19-7e57-4b13-93da-4634b9ef5b49;2024-06-21 17:00:00+02:00;21/06/2024;17:00:00;4.159;49.346;51439;51;Pomacle;CU du Grand Reims;France;2024-06-21 17:10:00+02:00;21/06/2024;17:10:00;4.223;49.349;51660;51;Warmeriville;CU du Grand Reims;France;1;C;6331;8;NON
707374;29680969;54c47a39-6181-4183-ab31-19433933940f;2024-06-21 18:10:00+02:00;21/06/2024;18:10:00;-0.652;47.002;49058;49;Les Cerqueux;CA Agglomération du Choletais;France;2024-06-21 18:40:00+02:00;21/06/2024;18:40:00;-0.905;47.035;49099;49;Cholet;CA Agglomération du Choletais;France;1;C;30954;31;NON
712093;29654708;9cb0c44b-8fd8-4b6c-b077-0ac089ca82fb;2024-06-21 22:00:00+02:00;21/06/2024;22:00:00;0.571;46.752;86014;86;Availles-en-Châtellerault;CA Grand Châtellerault;France;2024-06-21 22:40:00+02:00;21/06/2024;22:40:00;0.339;46.582;86194;86;Poitiers;CU du Grand Poitiers;France;1;C;41716;41;NON
699396;29640460;4c22839d-61ad-4458-8cfa-1af5f9922c74;2024-06-21 15:50:00+02:00;21/06/2024;15:50:00;6.712;45.214;73026;73;Avrieux;CC Haute Maurienne Vanoise;France;2024-06-21 16:10:00+02:00;21/06/2024;16:10:00;6.74;45.226;73023;73;Aussois;CC Haute Maurienne Vanoise;France;1;C;7487;12;NON
709942;29651816;14078b00-f374-41e6-a975-745cec743c1f;2024-06-21 19:50:00+02:00;21/06/2024;19:50:00;2.41;48.853;75120;75;Paris;Métropole du Grand Paris;France;2024-06-21 20:30:00+02:00;21/06/2024;20:30:00;2.316;48.599;91103;91;Brétigny-sur-Orge;CA Cœur d'Essonne Agglomération;France;1;C;37445;37;NON
704682;29646745;b2548af3-bbd2-4c86-9238-a696af3b90cb;2024-06-21 17:20:00+02:00;21/06/2024;17:20:00;-3.485;48.827;22168;22;Perros-Guirec;CA Lannion-Trégor Communauté;France;2024-06-21 18:00:00+02:00;21/06/2024;18:00:00;-3.207;48.565;22223;22;Plouisy;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;France;1;C;40527;40;NON
692792;29627708;aa02adf9-880e-404e-8192-01c63f559712;2024-06-21 08:40:00+02:00;21/06/2024;08:40:00;2.267;48.804;92023;92;Clamart;Métropole du Grand Paris;France;2024-06-21 08:50:00+02:00;21/06/2024;08:50:00;2.24;48.773;92060;92;Le Plessis-Robinson;Métropole du Grand Paris;France;1;C;5640;11;NON
694797;29628353;b42dfeb1-d62f-48c6-ae1d-9e4e043c1fd4;2024-06-21 11:20:00+02:00;21/06/2024;11:20:00;2.364;48.832;75113;75;Paris;Métropole du Grand Paris;France;2024-06-21 11:50:00+02:00;21/06/2024;11:50:00;2.301;48.87;75108;75;Paris;Métropole du Grand Paris;France;1;C;7577;29;NON
690201;29662710;fcd0dc3c-c363-4de0-89a4-4639a50e0b00;2024-06-21 08:00:00+02:00;21/06/2024;08:00:00;-1.614;48.107;35051;35;Cesson-Sévigné;Rennes Métropole;France;2024-06-21 08:20:00+02:00;21/06/2024;08:20:00;-1.742;47.987;35047;35;Bruz;Rennes Métropole;France;1;C;22053;24;NON
711591;29686382;91c1f60e-9ed4-4d18-8036-9d3dbbf0f40e;2024-06-21 21:10:00+02:00;21/06/2024;21:10:00;-61.534;16.247;97120;971;Pointe-à-Pitre;CA Cap Excellence;France;2024-06-21 21:30:00+02:00;21/06/2024;21:30:00;-61.431;16.293;97117;971;Le Moule;CA du Nord Grande Terre;France;1;C;15871;19;NON
709956;29651834;3661dd8d-55fd-4738-b967-2a2f5c6c6819;2024-06-21 19:50:00+02:00;21/06/2024;19:50:00;2.004;48.776;78621;78;Trappes;CA de Saint-Quentin-en-Yvelines;France;2024-06-21 20:30:00+02:00;21/06/2024;20:30:00;2.359;48.935;93066;93;Saint-Denis;Métropole du Grand Paris;France;1;C;38552;39;NON
680592;29605330;049d3a90-4a1c-4136-826f-3c13c094bc09;2024-06-21 02:30:00+02:00;21/06/2024;02:30:00;1.364;48.716;28404;28;Vernouillet;CA Agglo du Pays de Dreux;France;2024-06-21 02:40:00+02:00;21/06/2024;02:40:00;1.375;48.722;28134;28;Dreux;CA Agglo du Pays de Dreux;France;1;C;1261;4;NON
711651;29654525;6120d1b5-67ed-472a-96c5-fd4f209f19df;2024-06-21 21:20:00+02:00;21/06/2024;21:20:00;2.392;43.207;11069;11;Carcassonne;CA Carcassonne Agglo;France;2024-06-21 21:40:00+02:00;21/06/2024;21:40:00;2.232;43.237;11437;11;Villesèquelande;CA Carcassonne Agglo;France;1;C;16736;20;NON
698896;29640225;4c8d559b-bce4-4049-8c94-932778a64800;2024-06-21 15:30:00+02:00;21/06/2024;15:30:00;-1.752;47.301;44217;44;Vigneux-de-Bretagne;CC d'Erdre et Gesvres;France;2024-06-21 16:10:00+02:00;21/06/2024;16:10:00;-2.299;47.286;44184;44;Saint-Nazaire;CA de la Région Nazairienne et de l'Estuaire (CARENE);France;1;C;47877;39;NON
707708;29681198;59ef9b56-4da1-475b-947e-bf9ac280319a;2024-06-21 18:20:00+02:00;21/06/2024;18:20:00;2.434;48.629;91228;91;Évry-Courcouronnes;CA Grand Paris Sud Seine Essonne Sénart;France;2024-06-21 18:50:00+02:00;21/06/2024;18:50:00;2.241;48.701;91661;91;Villebon-sur-Yvette;CA Communauté Paris-Saclay;France;1;C;22907;29;NON
703827;29644781;5635ecda-5a0b-4ae8-b440-6b958573ab9d;2024-06-21 17:10:00+02:00;21/06/2024;17:10:00;4.842;45.72;69387;69;Lyon;Métropole de Lyon;France;2024-06-21 17:30:00+02:00;21/06/2024;17:30:00;4.876;45.81;69286;69;Rillieux-la-Pape;Métropole de Lyon;France;1;C;14302;22;NON
709016;29650372;aba1554c-f354-4356-98bb-91026d0decc6;2024-06-21 19:10:00+02:00;21/06/2024;19:10:00;6.13;46.2;99140;;;;SUISSE;2024-06-21 20:10:00+02:00;21/06/2024;20:10:00;5.907;45.696;73008;73;Aix-les-Bains;CA Grand Lac;France;1;C;69140;54;NON
708953;29650307;2eeb3de4-1fdd-4cff-8b66-60a38bd9606c;2024-06-21 19:10:00+02:00;21/06/2024;19:10:00;6.56;46.54;99140;;;;SUISSE;2024-06-21 19:50:00+02:00;21/06/2024;19:50:00;6.148;46.362;01143;01;Divonne-les-Bains;CA du Pays de Gex;France;1;C;43541;36;NON
682265;29659430;a839bc9f-979a-48c7-a67e-ffef90c1a6b5;2024-06-21 05:40:00+02:00;21/06/2024;05:40:00;55.645;-20.966;97409;974;Saint-André;CA Intercommunale de la Réunion Est (CIREST);France;2024-06-21 06:10:00+02:00;21/06/2024;06:10:00;55.452;-20.878;97411;974;Saint-Denis;CA Intercommunale du Nord de la Réunion (CINOR);France;1;C;29487;32;NON
696322;29670719;a1f43c53-a556-40b5-aaaf-ed1bc2366840;2024-06-21 13:10:00+02:00;21/06/2024;13:10:00;2.535;48.98;93073;93;Tremblay-en-France;Métropole du Grand Paris;France;2024-06-21 13:30:00+02:00;21/06/2024;13:30:00;2.46;49.031;95280;95;Goussainville;CA Roissy Pays de France;France;1;C;9234;17;NON
686893;29620929;45f1e2eb-a2e1-4829-9086-30a3ce97233a;2024-06-21 07:30:00+02:00;21/06/2024;07:30:00;4.768;43.958;30011;30;Les Angles;CA du Grand Avignon (COGA);France;2024-06-21 07:50:00+02:00;21/06/2024;07:50:00;4.787;43.924;84007;84;Avignon;CA du Grand Avignon (COGA);France;1;C;7871;10;NON
704470;29646528;58199d11-d661-4157-839d-1a0d369d9455;2024-06-21 17:20:00+02:00;21/06/2024;17:20:00;2.719;48.825;77181;77;Ferrières-en-Brie;CA Marne et Gondoire;France;2024-06-21 17:30:00+02:00;21/06/2024;17:30:00;2.622;48.801;77373;77;Pontault-Combault;CA Paris - Vallée de la Marne;France;1;C;12673;14;NON
710925;29685581;f772118e-e3ab-4708-bffd-9d0aef311dde;2024-06-21 20:30:00+02:00;21/06/2024;20:30:00;-1.014;46.872;85109;85;Les Herbiers;CC du Pays des Herbiers;France;2024-06-21 20:50:00+02:00;21/06/2024;20:50:00;-0.927;46.89;85082;85;Les Epesses;CC du Pays des Herbiers;France;1;C;15079;17;NON
702493;29643941;8604353c-5115-4e35-b799-4f4768d77302;2024-06-21 16:50:00+02:00;21/06/2024;16:50:00;2.079;49.432;60057;60;Beauvais;CA du Beauvaisis;France;2024-06-21 17:40:00+02:00;21/06/2024;17:40:00;1.726;49.49;76312;76;Gournay-en-Bray;CC des 4 rivières;France;1;C;30766;42;NON
685791;29620098;aa1e3a40-4fbe-443b-998e-14dfccc94b64;2024-06-21 07:20:00+02:00;21/06/2024;07:20:00;-0.96;45.907;17146;17;Échillais;CA Rochefort Océan;France;2024-06-21 08:00:00+02:00;21/06/2024;08:00:00;-1.136;46.171;17300;17;La Rochelle;CA de La Rochelle;France;1;C;38783;37;NON
696441;29670801;216ee7c5-c719-46c1-b2c2-9a5648b4d17c;2024-06-21 13:20:00+02:00;21/06/2024;13:20:00;-1.574;43.446;64125;64;Bidart;CA du Pays Basque;France;2024-06-21 13:30:00+02:00;21/06/2024;13:30:00;-1.658;43.388;64483;64;Saint-Jean-de-Luz;CA du Pays Basque;France;1;C;14063;10;NON
708196;29649981;00e3e6d7-a053-4052-8281-dbeb7afae7ec;2024-06-21 18:40:00+02:00;21/06/2024;18:40:00;2.129;47.883;45273;45;Saint-Denis-de-l'Hôtel;CC des Loges;France;2024-06-21 19:10:00+02:00;21/06/2024;19:10:00;1.903;47.881;45234;45;Orléans;Orléans Métropole;France;1;C;25499;26;NON
707518;29649637;39bec8cf-5bd0-4e36-aa3e-12dad8b8aff0;2024-06-21 18:20:00+02:00;21/06/2024;18:20:00;-1.781;43.351;64260;64;Hendaye;CA du Pays Basque;France;2024-06-21 18:40:00+02:00;21/06/2024;18:40:00;-1.499;43.458;64024;64;Anglet;CA du Pays Basque;France;1;C;30956;23;NON
698817;29640144;2f358253-0cde-4f7e-aff3-8a17c0295d81;2024-06-21 15:30:00+02:00;21/06/2024;15:30:00;7.41;43.73;99138;;;;MONACO;2024-06-21 16:10:00+02:00;21/06/2024;16:10:00;7.62;43.81;99127;;;;ITALIE;1;C;37065;42;NON
700494;29726868;b13ecd76-f0cd-481d-adf9-f2f6b3555591;2024-06-21 16:10:00+02:00;21/06/2024;16:10:00;3.084;50.376;59178;59;Douai;CA Douaisis Agglo;France;2024-06-21 16:50:00+02:00;21/06/2024;16:50:00;2.744;50.307;62041;62;Arras;CU d'Arras;France;1;C;29609;33;NON
697188;29639995;4a19d888-9a07-49c4-a54d-ea555b49f4a8;2024-06-21 14:00:00+02:00;21/06/2024;14:00:00;1.307;43.923;82123;82;Montbartier;CC Grand Sud Tarn et Garonne;France;2024-06-21 14:20:00+02:00;21/06/2024;14:20:00;1.353;44.017;82121;82;Montauban;CA Grand Montauban;France;1;C;14719;16;NON
694981;29668369;5026a32e-e94f-404a-b8cd-1c98987f699a;2024-06-21 11:40:00+02:00;21/06/2024;11:40:00;0.182;48.031;72181;72;Le Mans;CU Le Mans Métropole;France;2024-06-21 11:50:00+02:00;21/06/2024;11:50:00;0.149;48.096;72024;72;La Bazoge;CC Maine Cœur de Sarthe;France;1;C;8989;9;NON
681972;29615253;8e9532b3-810e-436d-8f21-d4aa43e3b963;2024-06-21 05:30:00+02:00;21/06/2024;05:30:00;0.093;48.14;72319;72;Sainte-Sabine-sur-Longève;CC de la Champagne Conlinoise et du Pays de Sillé;France;2024-06-21 05:50:00+02:00;21/06/2024;05:50:00;-0.14;48.176;72334;72;Sillé-le-Guillaume;CC de la Champagne Conlinoise et du Pays de Sillé;France;1;C;20691;21;NON
684702;29618218;c8514b60-056c-475b-af3e-7fb48e1fcb1d;2024-06-21 07:00:00+02:00;21/06/2024;07:00:00;5.619;48.688;55573;55;Void-Vacon;CC de Commercy - Void - Vaucouleurs;France;2024-06-21 07:40:00+02:00;21/06/2024;07:40:00;6.131;48.694;54304;54;Laxou;Métropole du Grand Nancy;France;1;C;40994;31;NON
698292;29640003;9f4f1189-3ebf-497d-9557-9f1a3ae0fc46;2024-06-21 15:00:00+02:00;21/06/2024;15:00:00;-1.596;46.996;44083;44;La Limouzinière;CC Grand Lieu Communauté;France;2024-06-21 15:30:00+02:00;21/06/2024;15:30:00;-1.69;46.904;44206;44;Touvois;CC Sud Retz Atlantique;France;1;C;15410;22;NON
700635;29642757;c2cec8e5-2e5b-463c-83c9-1489b5bece4e;2024-06-21 16:20:00+02:00;21/06/2024;16:20:00;-1.458;47.278;44204;44;Thouaré-sur-Loire;Nantes Métropole;France;2024-06-21 16:40:00+02:00;21/06/2024;16:40:00;-1.559;47.21;44109;44;Nantes;Nantes Métropole;France;1;C;13066;22;NON
704012;29644969;cd9a6176-68c1-438a-8b3d-2a7c558701e5;2024-06-21 17:10:00+02:00;21/06/2024;17:10:00;-0.889;47.521;49183;49;Val d'Erdre-Auxence;CC des Vallées du Haut-Anjou;France;2024-06-21 17:20:00+02:00;21/06/2024;17:20:00;-0.807;47.504;49026;49;Bécon-les-Granits;CC des Vallées du Haut-Anjou;France;1;C;6520;8;NON
705295;29647076;e123f29b-fac2-4d84-84e7-a114eca9c447;2024-06-21 17:30:00+02:00;21/06/2024;17:30:00;-0.796;48.056;53130;53;Laval;CA Laval Agglomération;France;2024-06-21 18:00:00+02:00;21/06/2024;18:00:00;-0.802;47.92;53186;53;Quelaines-Saint-Gault;CC du Pays de Craon;France;1;C;17745;21;NON
690329;29662938;d78abd60-28a0-41af-90e7-0412f5406b8a;2024-06-21 08:00:00+02:00;21/06/2024;08:00:00;2.42;48.809;94002;94;Alfortville;Métropole du Grand Paris;France;2024-06-21 08:20:00+02:00;21/06/2024;08:20:00;2.373;48.843;75112;75;Paris;Métropole du Grand Paris;France;1;C;7183;14;NON
695306;29631057;6be701dc-725c-4422-a4bf-dd56fb1fd366;2024-06-21 12:10:00+02:00;21/06/2024;12:10:00;4.868;45.17;26295;26;Saint-Barthélemy-de-Vals;CC Porte de DrômArdèche;France;2024-06-21 12:30:00+02:00;21/06/2024;12:30:00;4.994;45.245;26148;26;Hauterives;CC Porte de DrômArdèche;France;1;C;14631;21;NON
683758;29660656;599d0983-eb70-4fd2-8305-15f7a16ffe6a;2024-06-21 06:50:00+02:00;21/06/2024;06:50:00;-2.431;47.351;44069;44;Guérande;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);France;2024-06-21 07:10:00+02:00;21/06/2024;07:10:00;-2.223;47.273;44184;44;Saint-Nazaire;CA de la Région Nazairienne et de l'Estuaire (CARENE);France;1;C;21025;16;NON
708544;29683656;05f76b25-7709-4f89-aacb-66e621cd45dc;2024-06-21 18:50:00+02:00;21/06/2024;18:50:00;-2.783;48.533;22187;22;Plérin;CA Saint-Brieuc Armor Agglomération;France;2024-06-21 20:20:00+02:00;21/06/2024;20:20:00;-2.766;48.517;22278;22;Saint-Brieuc;CA Saint-Brieuc Armor Agglomération;France;1;C;19396;90;NON
682517;29615566;239b206d-a8c9-4776-b0a0-90c06b0f94f7;2024-06-21 06:00:00+02:00;21/06/2024;06:00:00;7.062;49.1;57631;57;Sarreguemines;CA Sarreguemines Confluences;France;2024-06-21 06:30:00+02:00;21/06/2024;06:30:00;7.052;48.988;67234;67;Keskastel;CC de l'Alsace Bossue;France;1;C;17247;20;NON
694607;29629642;1a614003-f391-4ba2-8f15-41113ad54f10;2024-06-21 10:50:00+02:00;21/06/2024;10:50:00;2.492;50.472;62270;62;Divion;CA de Béthune-Bruay, Artois-Lys Romane;France;2024-06-21 11:00:00+02:00;21/06/2024;11:00:00;2.476;50.503;62048;62;Auchel;CA de Béthune-Bruay, Artois-Lys Romane;France;1;C;5133;8;NON
708577;29642473;2fdb5794-40c9-406e-ba9d-0cc2546bb0fd;2024-06-21 19:00:00+02:00;21/06/2024;19:00:00;3.084;50.376;59178;59;Douai;CA Douaisis Agglo;France;2024-06-21 19:10:00+02:00;21/06/2024;19:10:00;3.114;50.365;59569;59;Sin-le-Noble;CA Douaisis Agglo;France;1;C;4379;9;NON
680619;29605478;72d8b421-3098-42d5-aa27-b4e92cdf8734;2024-06-21 02:50:00+02:00;21/06/2024;02:50:00;1.954;48.773;78208;78;Élancourt;CA de Saint-Quentin-en-Yvelines;France;2024-06-21 02:50:00+02:00;21/06/2024;02:50:00;1.952;48.766;78208;78;Élancourt;CA de Saint-Quentin-en-Yvelines;France;1;C;1604;4;NON
711809;29654631;dc0fcdc8-ba66-47c3-8d02-1e569fb06f58;2024-06-21 21:30:00+02:00;21/06/2024;21:30:00;1.048;49.32;76178;76;Cléon;Métropole Rouen Normandie;France;2024-06-21 21:50:00+02:00;21/06/2024;21:50:00;1.038;49.283;76640;76;Saint-Pierre-lès-Elbeuf;Métropole Rouen Normandie;France;1;C;7956;13;NON
691743;29627202;3d8eb5c7-e519-430b-80d2-8654df899916;2024-06-21 08:20:00+02:00;21/06/2024;08:20:00;5.297;43.62;13091;13;Saint-Cannat;Métropole d'Aix-Marseille-Provence;France;2024-06-21 08:50:00+02:00;21/06/2024;08:50:00;5.389;43.502;13001;13;Aix-en-Provence;Métropole d'Aix-Marseille-Provence;France;1;C;17420;24;NON
691915;29663725;f9f84379-54c5-43ac-b060-dc9bb11fe5a8;2024-06-21 08:20:00+02:00;21/06/2024;08:20:00;2.553;48.842;93051;93;Noisy-le-Grand;Métropole du Grand Paris;France;2024-06-21 08:30:00+02:00;21/06/2024;08:30:00;2.681;48.822;77121;77;Collégien;CA Marne et Gondoire;France;1;C;12534;10;NON
