;journey_id;trip_id;journey_start_datetime;journey_start_date;journey_start_time;journey_start_lon;journey_start_lat;journey_start_insee;journey_start_department;journey_start_town;journey_start_towngroup;journey_start_country;journey_end_datetime;journey_end_date;journey_end_time;journey_end_lon;journey_end_lat;journey_end_insee;journey_end_department;journey_end_town;journey_end_towngroup;journey_end_country;passenger_seats;operator_class;journey_distance;journey_duration;has_incentive
705770;31555452;55d1343c-4674-4b6c-8e3b-eeedcc2753c2;2024-07-24 18:10:00+02:00;2024-07-24;18:10:00;3.39;50.3;59179;59;Douchy-les-Mines;CA de la Porte du Hainaut;France;2024-07-24 18:10:00+02:00;2024-07-24;18:10:00;3.399;50.318;59172;59;Denain;CA de la Porte du Hainaut;France;1;C;3092;5;NON
710997;31615461;50ebd95b-fc8c-443a-a9a3-9a7de2ebd65e;2024-07-24 22:20:00+02:00;2024-07-24;22:20:00;2.255;48.72;91477;91;Palaiseau;CA Communauté Paris-Saclay;France;2024-07-24 22:30:00+02:00;2024-07-24;22:30:00;2.059;48.762;78688;78;Voisins-le-Bretonneux;CA de Saint-Quentin-en-Yvelines;France;1;C;21851;18;NON
685829;31543417;99c26ce8-0cad-48f4-909d-e917851c86a0;2024-07-24 07:30:00+02:00;2024-07-24;07:30:00;7.423;43.883;06136;06;Sospel;CA de la Riviera Française;France;2024-07-24 08:10:00+02:00;2024-07-24;08:10:00;7.42;43.73;99138;;;;MONACO;1;C;29415;38;NON
692004;31581216;a21bcfa2-5c2b-4186-b57a-375f5233f4fd;2024-07-24 08:50:00+02:00;2024-07-24;08:50:00;4.747;45.75;69069;69;Craponne;Métropole de Lyon;France;2024-07-24 09:00:00+02:00;2024-07-24;09:00:00;4.741;45.788;69044;69;Charbonnières-les-Bains;Métropole de Lyon;France;1;C;8804;13;NON
699462;31558403;72c5a233-2f2c-4e3d-b0a9-3dc105513e4f;2024-07-24 16:40:00+02:00;2024-07-24;16:40:00;3.869;43.761;34276;34;Saint-Mathieu-de-Tréviers;CC du Grand Pic Saint-Loup;France;2024-07-24 17:10:00+02:00;2024-07-24;17:10:00;3.827;43.633;34172;34;Montpellier;Montpellier Méditerranée Métropole;France;1;C;20013;24;NON
684544;31536123;6849794a-73a6-4c4b-bb28-f7e4f4bda13c;2024-07-24 07:20:00+02:00;2024-07-24;07:20:00;4.725;45.986;69264;69;Villefranche-sur-Saône;CA Villefranche Beaujolais Saône;France;2024-07-24 07:50:00+02:00;2024-07-24;07:50:00;4.779;45.808;69116;69;Limonest;Métropole de Lyon;France;1;C;22428;20;NON
708389;31606557;0e261b2b-0b4d-4284-b004-4080ef6df763;2024-07-24 19:40:00+02:00;2024-07-24;19:40:00;2.358;48.534;91315;91;Itteville;CC du Val d'Essonne (CCVE);France;2024-07-24 20:10:00+02:00;2024-07-24;20:10:00;2.305;48.699;91161;91;Chilly-Mazarin;CA Communauté Paris-Saclay;France;1;C;27368;30;NON
680063;31529660;43f2bed2-9338-42cb-817c-991e9de53e16;2024-07-24 04:30:00+02:00;2024-07-24;04:30:00;2.599;49.302;60509;60;Pont-Sainte-Maxence;CC des Pays d'Oise et d'Halatte;France;2024-07-24 04:50:00+02:00;2024-07-24;04:50:00;2.622;49.209;60612;60;Senlis;CC Senlis Sud Oise;France;1;B;13794;19;NON
709781;31569439;4f021b3d-c3d8-41ac-b8d0-4838362f71ad;2024-07-24 21:00:00+02:00;2024-07-24;21:00:00;-0.726;48.099;53140;53;Louverné;CA Laval Agglomération;France;2024-07-24 21:20:00+02:00;2024-07-24;21:20:00;-0.636;48.088;53007;53;Argentré;CA Laval Agglomération;France;1;C;14095;19;NON
682031;31533276;7c04dda9-7c54-4d96-bc96-521445a2c261;2024-07-24 06:30:00+02:00;2024-07-24;06:30:00;-1.502;48.048;35069;35;Châteaugiron;CC Pays de Châteaugiron Communauté;France;2024-07-24 06:50:00+02:00;2024-07-24;06:50:00;-1.675;48.034;35206;35;Noyal-Châtillon-sur-Seiche;Rennes Métropole;France;1;B;15863;22;NON
701261;31601043;db64ba1a-65d9-4e47-9013-9915797210b2;2024-07-24 17:00:00+02:00;2024-07-24;17:00:00;-0.291;43.237;64138;64;Bordes;CC Pays de Nay;France;2024-07-24 17:20:00+02:00;2024-07-24;17:20:00;-0.362;43.3;64445;64;Pau;CA Pau Béarn Pyrénées;France;1;C;10903;13;NON
701942;31601287;3c8fce39-af9b-4243-a604-a8b5fdc8ccd6;2024-07-24 17:10:00+02:00;2024-07-24;17:10:00;7.783;48.531;67482;67;Strasbourg;Eurométropole de Strasbourg;France;2024-07-24 17:50:00+02:00;2024-07-24;17:50:00;7.65;48.757;67301;67;Mommenheim;CA de Haguenau;France;1;C;34611;36;NON
691650;31580396;1135ae94-fe17-4221-92cf-ff10e9a9b12d;2024-07-24 08:40:00+02:00;2024-07-24;08:40:00;5.167;45.604;38339;38;Roche;CC Collines Isère Nord Communauté;France;2024-07-24 08:40:00+02:00;2024-07-24;08:40:00;5.175;45.624;38530;38;Vaulx-Milieu;CA Porte de l'Isère (CAPI);France;1;C;3561;7;NON
699779;31558502;31048b60-0c29-4166-bb4f-ebd37d76627b;2024-07-24 16:50:00+02:00;2024-07-24;16:50:00;6.85;43.639;06140;06;Le Tignet;CA du Pays de Grasse;France;2024-07-24 17:00:00+02:00;2024-07-24;17:00:00;6.821;43.604;83081;83;Montauroux;CC du Pays de Fayence;France;1;C;7492;12;NON
689425;31538481;1b1c22b9-8c27-4615-849a-2f1dc14e0a6c;2024-07-24 08:10:00+02:00;2024-07-24;08:10:00;3.658;43.4;34301;34;Sète;CA Sète Agglopôle Méditerranée;France;2024-07-24 08:40:00+02:00;2024-07-24;08:40:00;3.471;43.315;34003;34;Agde;CA Hérault-Méditerranée;France;1;C;19882;26;NON
682235;31535684;f7cfef3d-bb77-4b53-9ad0-fe52443611d8;2024-07-24 06:30:00+02:00;2024-07-24;06:30:00;2.225;48.783;92048;92;Meudon;Métropole du Grand Paris;France;2024-07-24 06:50:00+02:00;2024-07-24;06:50:00;2.196;48.68;91692;91;Les Ulis;CA Communauté Paris-Saclay;France;1;C;16054;16;NON
691125;31541638;23349a87-991e-4bb9-af7e-e3634d12dcea;2024-07-24 08:30:00+02:00;2024-07-24;08:30:00;5.776;45.595;73191;73;Novalaise;CC du Lac d'Aiguebelette (CCLA);France;2024-07-24 08:50:00+02:00;2024-07-24;08:50:00;5.885;45.62;73329;73;Voglans;CA Grand Lac;France;1;C;16669;17;NON
703236;31562199;5c2669f9-152d-4bd0-98c5-a6a3a30965b0;2024-07-24 17:30:00+02:00;2024-07-24;17:30:00;-2.768;47.696;56206;56;Saint-Avé;CA Golfe du Morbihan - Vannes Agglomération;France;2024-07-24 18:20:00+02:00;2024-07-24;18:20:00;-2.958;48.022;56237;56;Saint-Thuriau;CC Pontivy Communauté;France;1;C;46079;44;NON
691616;31543547;72b67072-3e8d-42bd-9ea9-15814282c0ff;2024-07-24 08:40:00+02:00;2024-07-24;08:40:00;-0.523;47.466;49007;49;Angers;CU Angers Loire Métropole;France;2024-07-24 09:30:00+02:00;2024-07-24;09:30:00;-0.886;47.058;49099;49;Cholet;CA Agglomération du Choletais;France;1;C;63220;49;NON
708029;31567568;052954ff-d638-4ea2-872f-3a294d2f1be9;2024-07-24 19:20:00+02:00;2024-07-24;19:20:00;7.43;43.74;99138;;;;MONACO;2024-07-24 19:50:00+02:00;2024-07-24;19:50:00;7.251;43.724;06088;06;Nice;Métropole Nice Côte d'Azur;France;1;C;21220;25;NON
697056;31597203;b60bf33e-97db-4d24-b492-bd633083369d;2024-07-24 15:20:00+02:00;2024-07-24;15:20:00;2.414;48.796;94081;94;Vitry-sur-Seine;Métropole du Grand Paris;France;2024-07-24 15:50:00+02:00;2024-07-24;15:50:00;2.385;48.68;91687;91;Viry-Châtillon;Métropole du Grand Paris;France;1;C;18397;25;NON
731886;31608237;660c535e-6320-4388-805f-7c6b0934f40f;2024-07-25 16:30:00+02:00;2024-07-25;16:30:00;2.218;49.411;60103;60;Bresles;CA du Beauvaisis;France;2024-07-25 16:50:00+02:00;2024-07-25;16:50:00;2.083;49.427;60057;60;Beauvais;CA du Beauvaisis;France;1;C;10911;13;NON
728676;31642158;054ab763-b003-4af8-b329-236de4f894bd;2024-07-25 13:40:00+02:00;2024-07-25;13:40:00;7.719;48.665;67506;67;Vendenheim;Eurométropole de Strasbourg;France;2024-07-25 13:40:00+02:00;2024-07-25;13:40:00;7.763;48.642;67389;67;Reichstett;Eurométropole de Strasbourg;France;1;C;6940;8;NON
728407;31601918;a75ddef7-b6b4-4db5-abb6-d46f9a23ae86;2024-07-25 13:30:00+02:00;2024-07-25;13:30:00;3.909;43.578;34129;34;Lattes;Montpellier Méditerranée Métropole;France;2024-07-25 13:40:00+02:00;2024-07-25;13:40:00;3.963;43.591;34154;34;Mauguio;CA du Pays de l'Or;France;1;C;6096;10;NON
718219;31590699;c65cc096-f44f-415f-a225-1474a976968f;2024-07-25 07:30:00+02:00;2024-07-25;07:30:00;-0.347;49.184;14118;14;Caen;CU Caen la Mer;France;2024-07-25 07:50:00+02:00;2024-07-25;07:50:00;-0.648;49.081;14752;14;Villers-Bocage;CC Pré-Bocage Intercom;France;1;B;28582;25;NON
741811;31618126;123df149-ce98-4393-b9dc-0524525a04b7;2024-07-25 19:40:00+02:00;2024-07-25;19:40:00;2.056;48.757;78688;78;Voisins-le-Bretonneux;CA de Saint-Quentin-en-Yvelines;France;2024-07-25 20:00:00+02:00;2024-07-25;20:00:00;1.852;48.698;78486;78;Le Perray-en-Yvelines;CA Rambouillet Territoires;France;1;C;20966;25;NON
741313;31653376;b718a18f-5e6c-40a5-a193-208fc42efe1b;2024-07-25 19:10:00+02:00;2024-07-25;19:10:00;6.907;48.002;88075;88;La Bresse;CC des Hautes Vosges;France;2024-07-25 19:20:00+02:00;2024-07-25;19:20:00;6.839;47.962;88116;88;Cornimont;CC des Hautes Vosges;France;1;C;9743;13;NON
730504;31606029;8bf05f4f-4e59-46d7-99e5-6b6c9aeb273d;2024-07-25 15:50:00+02:00;2024-07-25;15:50:00;-1.334;43.45;64147;64;Briscous;CA du Pays Basque;France;2024-07-25 16:10:00+02:00;2024-07-25;16:10:00;-1.511;43.493;64024;64;Anglet;CA du Pays Basque;France;1;C;18736;20;NON
731535;31611485;38fc5292-b176-415e-844e-754b8e447561;2024-07-25 16:20:00+02:00;2024-07-25;16:20:00;3.949;43.656;34327;34;Vendargues;Montpellier Méditerranée Métropole;France;2024-07-25 16:40:00+02:00;2024-07-25;16:40:00;3.885;43.604;34172;34;Montpellier;Montpellier Méditerranée Métropole;France;1;C;11906;19;NON
727961;31595811;10e542c5-70ec-420a-b622-518adba056ad;2024-07-25 13:10:00+02:00;2024-07-25;13:10:00;-0.397;43.16;64463;64;Rébénacq;CC de la Vallée d'Ossau;France;2024-07-25 13:30:00+02:00;2024-07-25;13:30:00;-0.426;42.987;64320;64;Laruns;CC de la Vallée d'Ossau;France;1;C;21968;22;NON
714625;31583680;627bc752-ede8-42d8-996e-674ea2d76aa1;2024-07-25 06:30:00+02:00;2024-07-25;06:30:00;6.108;45.932;74112;74;Epagny Metz-Tessy;CA du Grand Annecy;France;2024-07-25 07:10:00+02:00;2024-07-25;07:10:00;6.12;46.18;99140;;;;SUISSE;1;C;35102;31;NON
739786;31615978;174c6622-5bd8-4de4-ad72-e53bfd7fc9f9;2024-07-25 18:20:00+02:00;2024-07-25;18:20:00;8.738;41.925;2A004;2A;Ajaccio;CA du Pays Ajaccien;France;2024-07-25 18:40:00+02:00;2024-07-25;18:40:00;8.863;41.914;2A104;2A;Eccica-Suarella;CC Celavu-Prunelli;France;1;C;13981;18;NON
714295;31583481;577433f0-87bb-4250-8359-17ec97e074d9;2024-07-25 06:20:00+02:00;2024-07-25;06:20:00;5.418;43.304;13212;13;Marseille;Métropole d'Aix-Marseille-Provence;France;2024-07-25 06:40:00+02:00;2024-07-25;06:40:00;5.606;43.283;13005;13;Aubagne;Métropole d'Aix-Marseille-Provence;France;1;C;18660;19;NON
744778;31619316;45a5a5b1-086d-4b40-b075-494d6311ad21;2024-07-25 23:10:00+02:00;2024-07-25;23:10:00;4.021;49.252;51454;51;Reims;CU du Grand Reims;France;2024-07-25 23:10:00+02:00;2024-07-25;23:10:00;4.043;49.241;51454;51;Reims;CU du Grand Reims;France;1;C;2599;5;NON
739476;31651424;b61e774e-2bf1-40ca-a191-fd432b48e1e3;2024-07-25 18:10:00+02:00;2024-07-25;18:10:00;5.611;43.465;13087;13;Rousset;Métropole d'Aix-Marseille-Provence;France;2024-07-25 18:50:00+02:00;2024-07-25;18:50:00;5.618;43.195;13028;13;La Ciotat;Métropole d'Aix-Marseille-Provence;France;1;C;47661;37;NON
729485;31643575;73bea02f-1b59-4387-ac5a-a396a6000706;2024-07-25 14:30:00+02:00;2024-07-25;14:30:00;55.623;-21.136;97406;974;La Plaine-des-Palmistes;CA Intercommunale de la Réunion Est (CIREST);France;2024-07-25 15:00:00+02:00;2024-07-25;15:00:00;55.619;-20.915;97420;974;Sainte-Suzanne;CA Intercommunale du Nord de la Réunion (CINOR);France;1;C;37575;30;NON
725286;31631896;21ccea36-6fd2-4d68-a4e2-abd95aff4b39;2024-07-25 09:10:00+02:00;2024-07-25;09:10:00;2.363;48.896;75118;75;Paris;Métropole du Grand Paris;France;2024-07-25 09:30:00+02:00;2024-07-25;09:30:00;2.571;49.134;60494;60;Plailly;CC de l'Aire Cantilienne;France;1;C;38320;28;NON
728726;31597697;6805fa88-40af-4486-8840-f4c1f899272a;2024-07-25 13:50:00+02:00;2024-07-25;13:50:00;7.503;48.616;67282;67;Marlenheim;CC de la Mossig et du Vignoble;France;2024-07-25 14:30:00+02:00;2024-07-25;14:30:00;7.428;48.253;67462;67;Sélestat;CC de Sélestat;France;1;C;55400;40;NON
715830;31584577;ec5cd9f8-5736-4fc9-9283-12b6013239db;2024-07-25 07:00:00+02:00;2024-07-25;07:00:00;7.256;43.704;06088;06;Nice;Métropole Nice Côte d'Azur;France;2024-07-25 07:20:00+02:00;2024-07-25;07:20:00;7.133;43.641;06161;06;Villeneuve-Loubet;CA de Sophia Antipolis;France;1;C;14090;18;NON
720584;31588309;60eaf417-6310-406a-8c67-b666af77f43a;2024-07-25 08:00:00+02:00;2024-07-25;08:00:00;-1.071;46.185;17142;17;Dompierre-sur-Mer;CA de La Rochelle;France;2024-07-25 08:20:00+02:00;2024-07-25;08:20:00;-1.072;46.083;17413;17;Saint-Vivien;CA de La Rochelle;France;1;C;17758;19;NON
732622;31647444;3f8e0b89-55b7-47c5-adaa-5bbcc7055081;2024-07-25 16:40:00+02:00;2024-07-25;16:40:00;2.425;48.612;91340;91;Lisses;CA Grand Paris Sud Seine Essonne Sénart;France;2024-07-25 16:50:00+02:00;2024-07-25;16:50:00;2.416;48.656;91521;91;Ris-Orangis;CA Grand Paris Sud Seine Essonne Sénart;France;1;C;9476;11;NON
723057;31591735;5d20ce9e-dd76-4d6c-8a9c-bc63732f476d;2024-07-25 08:20:00+02:00;2024-07-25;08:20:00;2.041;48.927;78498;78;Poissy;CU Grand Paris Seine et Oise;France;2024-07-25 08:50:00+02:00;2024-07-25;08:50:00;1.971;48.826;78165;78;Les Clayes-sous-Bois;CA de Saint-Quentin-en-Yvelines;France;1;C;15444;22;NON
723964;31592317;5f0ced94-fee9-4ddf-8025-505ea03120c1;2024-07-25 08:30:00+02:00;2024-07-25;08:30:00;4.855;43.871;13027;13;Châteaurenard;CA Terre de Provence;France;2024-07-25 08:50:00+02:00;2024-07-25;08:50:00;4.892;43.91;84007;84;Avignon;CA du Grand Avignon (COGA);France;1;C;11513;15;NON
717055;31586536;025746f5-03e2-4fab-ab5e-ccdc890860fc;2024-07-25 07:20:00+02:00;2024-07-25;07:20:00;-0.997;45.683;17409;17;Saint-Sulpice-de-Royan;CA Royan Atlantique;France;2024-07-25 08:30:00+02:00;2024-07-25;08:30:00;-1.148;46.183;17200;17;Lagord;CA de La Rochelle;France;1;C;66909;63;NON
726742;31599108;8024202f-5670-42e1-b860-1f22dd708489;2024-07-25 12:00:00+02:00;2024-07-25;12:00:00;5.944;45.562;73029;73;Barberaz;CA du Grand Chambéry;France;2024-07-25 12:20:00+02:00;2024-07-25;12:20:00;5.864;45.589;73179;73;La Motte-Servolex;CA du Grand Chambéry;France;1;C;10750;14;NON
729397;31604236;670dff78-edc2-420b-998c-68ef8a9cbafc;2024-07-25 14:30:00+02:00;2024-07-25;14:30:00;-1.036;46.856;85109;85;Les Herbiers;CC du Pays des Herbiers;France;2024-07-25 15:00:00+02:00;2024-07-25;15:00:00;-1.028;46.722;85220;85;Saint-Germain-de-Prinçay;CC Pays de Chantonnay;France;1;C;22883;29;NON
720039;31588210;90bd19ba-4511-4017-9d7d-5c82ac943f52;2024-07-25 07:50:00+02:00;2024-07-25;07:50:00;-1.56;47.181;44143;44;Rezé;Nantes Métropole;France;2024-07-25 08:20:00+02:00;2024-07-25;08:20:00;-1.641;47.037;44188;44;Saint-Philbert-de-Grand-Lieu;CC Grand Lieu Communauté;France;1;C;22566;25;NON
739672;31615863;64175271-5551-4cd1-805e-fc61f47664e8;2024-07-25 18:20:00+02:00;2024-07-25;18:20:00;-1.541;47.284;44035;44;La Chapelle-sur-Erdre;Nantes Métropole;France;2024-07-25 18:30:00+02:00;2024-07-25;18:30:00;-1.615;47.332;44066;44;Grandchamp-des-Fontaines;CC d'Erdre et Gesvres;France;1;C;9525;14;NON
718305;31590786;23bdc02f-254d-411c-a49d-64e76544ca1f;2024-07-25 07:30:00+02:00;2024-07-25;07:30:00;-1.577;47.21;44109;44;Nantes;Nantes Métropole;France;2024-07-25 08:00:00+02:00;2024-07-25;08:00:00;-1.867;47.352;44089;44;Malville;CC Estuaire et Sillon;France;1;C;29720;29;NON
737315;31613132;1c42912e-fcf2-48d5-9f0e-4255509fa851;2024-07-25 17:40:00+02:00;2024-07-25;17:40:00;2.68;48.825;77121;77;Collégien;CA Marne et Gondoire;France;2024-07-25 17:50:00+02:00;2024-07-25;17:50:00;2.654;48.838;77468;77;Torcy;CA Paris - Vallée de la Marne;France;1;C;4155;7;NON
743756;31617600;fa00364f-76ff-4f76-9882-f8c2761b49cb;2024-07-25 21:30:00+02:00;2024-07-25;21:30:00;7.515;47.758;68144;68;Hombourg;CA Mulhouse Alsace Agglomération;France;2024-07-25 21:40:00+02:00;2024-07-25;21:40:00;7.335;47.764;68224;68;Mulhouse;CA Mulhouse Alsace Agglomération;France;1;C;18568;15;NON
722415;31629666;3788a813-5674-4b2d-8af3-6f4f8c63b32c;2024-07-25 08:10:00+02:00;2024-07-25;08:10:00;5.718;45.194;38185;38;Grenoble;Grenoble-Alpes-Métropole;France;2024-07-25 08:20:00+02:00;2024-07-25;08:20:00;5.608;45.312;38565;38;Voreppe;CA du Pays Voironnais;France;1;C;19275;18;NON
715783;31584530;7cc84759-fe60-4937-bd8d-c3bfb87d24b0;2024-07-25 07:00:00+02:00;2024-07-25;07:00:00;2.432;48.292;77060;77;Buthiers;CC Pays de Nemours;France;2024-07-25 07:50:00+02:00;2024-07-25;07:50:00;2.431;48.63;91228;91;Évry-Courcouronnes;CA Grand Paris Sud Seine Essonne Sénart;France;1;B;51442;47;NON
735775;31615606;1b9107b4-8a00-4c23-9600-10c803657ed2;2024-07-25 17:20:00+02:00;2024-07-25;17:20:00;-0.795;48.069;53130;53;Laval;CA Laval Agglomération;France;2024-07-25 18:00:00+02:00;2024-07-25;18:00:00;-0.711;47.824;53062;53;Château-Gontier-sur-Mayenne;CC du Pays de Château-Gontier;France;1;C;32739;34;NON
727977;31597106;2c99a033-b1e9-4340-8a46-b375deb9acb2;2024-07-25 13:10:00+02:00;2024-07-25;13:10:00;7.638;48.425;67130;67;Erstein;CC du Canton d'Erstein;France;2024-07-25 13:50:00+02:00;2024-07-25;13:50:00;7.371;48.015;68295;68;Sainte-Croix-en-Plaine;CA Colmar Agglomération;France;1;C;56469;36;NON
734093;31611581;aa6c8a0f-cf52-486f-a724-7a7ddb6d2b6b;2024-07-25 17:00:00+02:00;2024-07-25;17:00:00;-1.875;46.844;85047;85;Challans;CC Challans-Gois Communauté;France;2024-07-25 17:30:00+02:00;2024-07-25;17:30:00;-1.498;46.698;85155;85;Mouilleron-le-Captif;CA La Roche-sur-Yon Agglomération;France;1;C;34702;28;NON
727485;31599431;f7281de3-635e-4723-b3ac-14ad3d18b704;2024-07-25 12:40:00+02:00;2024-07-25;12:40:00;6.135;48.699;54304;54;Laxou;Métropole du Grand Nancy;France;2024-07-25 13:30:00+02:00;2024-07-25;13:30:00;6.168;49.102;57463;57;Metz;Metz Métropole;France;1;C;55055;45;NON
743989;31660189;cf86879f-c979-406d-8da4-5fa51a5bf625;2024-07-25 21:40:00+02:00;2024-07-25;21:40:00;-0.661;44.832;33281;33;Mérignac;Bordeaux Métropole;France;2024-07-25 21:50:00+02:00;2024-07-25;21:50:00;-0.571;44.822;33063;33;Bordeaux;Bordeaux Métropole;France;1;C;9771;13;NON
738146;31615727;e27b180b-3acb-4e31-a29d-ad82c88f4596;2024-07-25 17:50:00+02:00;2024-07-25;17:50:00;-0.348;47.327;49261;49;Gennes-Val-de-Loire;CA Saumur Val de Loire;France;2024-07-25 18:10:00+02:00;2024-07-25;18:10:00;-0.516;47.4;49308;49;Saint-Melaine-sur-Aubance;CC Loire Layon Aubance;France;1;C;18234;18;NON
719117;31590885;71c8b02a-b63c-4873-ae0e-0748f4bee8ad;2024-07-25 07:40:00+02:00;2024-07-25;07:40:00;3.245;43.347;34032;34;Béziers;CA de Béziers-Méditerranée;France;2024-07-25 08:30:00+02:00;2024-07-25;08:30:00;3.934;43.589;34154;34;Mauguio;CA du Pays de l'Or;France;1;B;71177;53;NON
728148;31641685;ab850d23-53ae-456f-aa51-e5d9e7d27ea5;2024-07-25 13:10:00+02:00;2024-07-25;13:10:00;4.907;45.709;69290;69;Saint-Priest;Métropole de Lyon;France;2024-07-25 13:40:00+02:00;2024-07-25;13:40:00;4.722;45.655;69148;69;Orliénas;CC du Pays Mornantais (COPAMO);France;1;C;22549;26;NON
743807;31621014;0e25657a-35a3-41dc-821a-7954005b3123;2024-07-25 21:30:00+02:00;2024-07-25;21:30:00;2.604;48.614;77384;77;Réau;CA Grand Paris Sud Seine Essonne Sénart;France;2024-07-25 22:10:00+02:00;2024-07-25;22:10:00;2.386;48.528;91045;91;Ballancourt-sur-Essonne;CC du Val d'Essonne (CCVE);France;1;C;29406;33;NON
727737;31641454;8eca9d78-54ee-4aaa-8b97-f8fbd20e4810;2024-07-25 12:50:00+02:00;2024-07-25;12:50:00;-2.304;47.401;44175;44;Saint-Lyphard;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);France;2024-07-25 13:10:00+02:00;2024-07-25;13:10:00;-2.27;47.258;44184;44;Saint-Nazaire;CA de la Région Nazairienne et de l'Estuaire (CARENE);France;1;C;20899;21;NON
740383;31616278;607648de-1b6f-4198-b8fb-288c9b1217cf;2024-07-25 18:40:00+02:00;2024-07-25;18:40:00;2.536;48.898;93032;93;Gagny;Métropole du Grand Paris;France;2024-07-25 18:50:00+02:00;2024-07-25;18:50:00;2.468;48.882;93064;93;Rosny-sous-Bois;Métropole du Grand Paris;France;1;C;6756;10;NON
733728;31609431;51e756dd-c114-4442-9328-841e7af3a6b7;2024-07-25 17:00:00+02:00;2024-07-25;17:00:00;2.476;50.517;62048;62;Auchel;CA de Béthune-Bruay, Artois-Lys Romane;France;2024-07-25 17:20:00+02:00;2024-07-25;17:20:00;2.553;50.484;62178;62;Bruay-la-Buissière;CA de Béthune-Bruay, Artois-Lys Romane;France;1;C;10111;16;NON
743873;31660091;892612ca-f870-4260-8af5-d4cdb2189ee3;2024-07-25 21:30:00+02:00;2024-07-25;21:30:00;2.329;48.914;93070;93;Saint-Ouen-sur-Seine;Métropole du Grand Paris;France;2024-07-25 22:10:00+02:00;2024-07-25;22:10:00;2.269;48.723;91377;91;Massy;CA Communauté Paris-Saclay;France;1;C;33935;38;NON
730650;31601635;64ede294-2be6-472b-aa37-29febe2f15a3;2024-07-25 16:00:00+02:00;2024-07-25;16:00:00;4.919;49.697;08409;08;Sedan;CA Ardenne Métropole;France;2024-07-25 16:10:00+02:00;2024-07-25;16:10:00;5.043;49.67;08145;08;Douzy;CC des Portes du Luxembourg;France;1;C;12267;12;NON
728929;31602162;dd85acd4-9968-4695-bc6f-cabc3703981f;2024-07-25 14:00:00+02:00;2024-07-25;14:00:00;6.023;46.234;01354;01;Saint-Genis-Pouilly;CA du Pays de Gex;France;2024-07-25 14:30:00+02:00;2024-07-25;14:30:00;5.821;46.106;01033;01;Valserhône;CC du Pays Bellegardien (CCPB);France;1;C;28486;28;NON
717403;31627589;d800d43d-7c6d-4a8b-ab1b-831a31dc8ebf;2024-07-25 07:20:00+02:00;2024-07-25;07:20:00;2.425;48.625;91228;91;Évry-Courcouronnes;CA Grand Paris Sud Seine Essonne Sénart;France;2024-07-25 07:50:00+02:00;2024-07-25;07:50:00;2.213;48.689;91661;91;Villebon-sur-Yvette;CA Communauté Paris-Saclay;France;1;C;27168;30;NON
715170;31584016;1069a60f-daf5-4715-a12b-081dde4b2240;2024-07-25 06:50:00+02:00;2024-07-25;06:50:00;1.904;43.877;81038;81;Brens;CA Gaillac-Graulhet;France;2024-07-25 07:20:00+02:00;2024-07-25;07:20:00;1.482;43.627;31044;31;Balma;Toulouse Métropole;France;1;C;49981;34;NON
743127;31658388;d2b492c3-ed2e-4618-befa-7eef94f98766;2024-07-25 21:00:00+02:00;2024-07-25;21:00:00;3.987;48.29;10381;10;Torvilliers;CA Troyes Champagne Métropole;France;2024-07-25 21:20:00+02:00;2024-07-25;21:20:00;3.813;48.258;10142;10;Estissac;CA Troyes Champagne Métropole;France;1;C;15987;16;NON
744020;31660229;78cd5209-ee1e-45e8-a335-75fde1932a81;2024-07-25 21:40:00+02:00;2024-07-25;21:40:00;2.309;48.958;93031;93;Épinay-sur-Seine;Métropole du Grand Paris;France;2024-07-25 22:10:00+02:00;2024-07-25;22:10:00;2.403;48.821;94018;94;Charenton-le-Pont;Métropole du Grand Paris;France;1;C;22466;24;NON
720122;31591001;f2e16c08-3c52-43df-9072-366486296aea;2024-07-25 07:50:00+02:00;2024-07-25;07:50:00;1.399;43.48;31421;31;Pins-Justaret;CA Le Muretain Agglo;France;2024-07-25 08:10:00+02:00;2024-07-25;08:10:00;1.402;43.583;31555;31;Toulouse;Toulouse Métropole;France;1;C;14959;15;NON
741084;31653237;3697bac9-7ce1-4070-b654-1499c4b7f38b;2024-07-25 19:00:00+02:00;2024-07-25;19:00:00;2.108;43.916;81284;81;Le Sequestre;CA de l'Albigeois (C2A);France;2024-07-25 19:10:00+02:00;2024-07-25;19:10:00;2.035;43.917;81156;81;Marssac-sur-Tarn;CA de l'Albigeois (C2A);France;1;C;6829;9;NON
712277;31577421;df154603-ff0d-41cb-ae41-b3d60e86aa3f;2024-07-25 04:10:00+02:00;2024-07-25;04:10:00;7.073;48.241;88032;88;Ban-de-Laveline;CA de Saint-Dié-des-Vosges;France;2024-07-25 04:40:00+02:00;2024-07-25;04:40:00;7.285;48.27;68185;68;Lièpvre;CC du Val d'Argent;France;1;C;26194;29;NON
725824;31594614;c35598a1-6d12-47b8-92d7-ab2eaf56b366;2024-07-25 10:10:00+02:00;2024-07-25;10:10:00;-1.131;46.103;17010;17;Angoulins;CA de La Rochelle;France;2024-07-25 11:20:00+02:00;2024-07-25;11:20:00;-1.144;46.458;85128;85;Luçon;CC Sud Vendée Littoral;France;1;C;51235;61;NON
